"caecus","obscure","Masculine nominative singular","He followed an obscure path",728
"caecus","unseeing","Masculine nominative singular","He wandered unseeing in the darkness",728
"caedere","cut down","Present active infinitive","to cut down the forest",612
"caedere","kill","Present active infinitive","to kill the enemy",612
"caedere","strike","Present active infinitive","to strike the iron",612
"caedes","killing","Nominative singular","The killing shocked everyone",415
"caedes","slaughter","Nominative singular","The slaughter left the village empty",415
"caedis","killing","Genitive singular","The details of the killing remain unknown",415
"caedis","slaughter","Genitive singular","The horror of the slaughter spread",415
"caedo","cut down","Present indicative first-person singular","I cut down the tree",612
"caedo","kill","Present indicative first-person singular","I kill the threat",612
"caedo","strike","Present indicative first-person singular","I strike the shield",612
"caeleste","from heaven","Neuter nominative singular","This sign is from heaven",960
"caeleste","heavenly","Neuter nominative singular","The light was heavenly",960
"caelestes","the gods","Nominative plural","The gods were called caelestes",960
"caelestis","from heaven","Masculine/feminine nominative singular","She spoke with a from heaven glow (poetic)",960
"caelestis","heavenly","Masculine/feminine nominative singular","He had a heavenly vision",960
"caeli","heavens","Genitive singular","The majesty of the heavens",117
"caeli","sky","Genitive singular","The vastness of the sky",117
"caelum","heavens","Nominative singular","The heavens opened with rain",117
"caelum","sky","Nominative singular","The sky turned crimson",117
"caesum","cut down","Accusative supine","in order to cut down everything",612
"caesum","kill","Accusative supine","in order to kill quickly",612
"caesum","strike","Accusative supine","in order to strike fiercely",612
"campi","field","Genitive singular","The fertility of the field",391
"campi","plain","Genitive singular","The beauty of the plain",391
"campus","field","Nominative singular","They marched across the field",391
"campus","plain","Nominative singular","The plain stretches before us",391
"candida","fair","Feminine nominative singular","She is known for her fair appearance",692
"candida","white","Feminine nominative singular","She carried a white lily",692
"candidum","fair","Neuter nominative singular","That is a fair shade of color",692
"candidum","white","Neuter nominative singular","The wall is white",692
"candidus","fair","Masculine nominative singular","He has a fair complexion",692
"candidus","white","Masculine nominative singular","He wore a white toga",692
"canere","sing","Present active infinitive","to sing praises",389
"canis","dog","Genitive singular","The leash of the dog broke",687
"canis","dog","Nominative singular","The dog barked loudly",687
"cano","sing","Present indicative first-person singular","I sing a melody",389
"cantum","sing","Accusative supine","in order to sing a hymn",389
"capere","seize","Present active infinitive","to seize the fortress",131
"capio","seize","Present indicative first-person singular","I seize the opportunity",131
"capitis","head","Genitive singular","The crown of the head",124
"captum","seize","Accusative supine","in order to seize power",131
"caput","head","Nominative singular","The head aches",124
"cara","dear","Feminine nominative singular","She remains dear to her family",462
"careo","lack","Present indicative first-person singular","I lack resources",572
"carere","lack","Present active infinitive","to lack something",572
"caritum","lack","Accusative supine","in order to lack nothing",572
"carmen","poem","Nominative singular","His poem is widely known",254
"carmen","song","Nominative singular","The song moved the audience",254
"carminis","poem","Genitive singular","The rhythm of the poem is elegant",254
"carminis","song","Genitive singular","The words of the song were touching",254
"carui","lack","Perfect active first-person singular","I lacked support",572
"carum","dear","Neuter nominative singular","His memory is dear to us",462
"carus","dear","Masculine nominative singular","He is dear to his friends",462
"casta","chaste","Feminine nominative singular","She stayed chaste",838
"casta","pure","Feminine nominative singular","She has a pure heart",838
"casta","spotless","Feminine nominative singular","She keeps a spotless home",838
"castra","camp","Nominative plural","The soldiers set up camp",224
"castri","fortress","Genitive singular","The gates of the fortress are closed",224
"castrorum","camp","Genitive plural","The supplies for the camp arrived",224
"castrum","fortress","Nominative singular","The fortress stands on a hill",224
"castum","chaste","Neuter nominative singular","Their vow remains chaste",838
"castum","pure","Neuter nominative singular","That was a pure intention",838
"castum","spotless","Neuter nominative singular","This reputation is spotless",838
"castus","chaste","Masculine nominative singular","He vowed to remain chaste",838
"castus","pure","Masculine nominative singular","He leads a pure life",838
"castus","spotless","Masculine nominative singular","His record is spotless",838
"casum","be killed","Accusative supine","in order to be killed (rare construction)",210
"casum","fall","Accusative supine","in order to fall hopelessly",210
"casus","a fall","Nominative singular","A fall can change one's fate",344
